Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
UN98304,0,0,High School or Below,6880.63389,0.0,66.0,0,Corporate Auto,Four-Door Car,475.2,Oregon,M
ZW33889,0,0,Bachelor,2477.708203,44280.0,62.0,0,Corporate Auto,Two-Door Car,130.298883,California,F
MQ80538,0,0,College,2727.735302,0.0,78.0,0,Personal Auto,Four-Door Car,374.4,Oregon,M
HZ28612,0,0,College,5626.572446,59782.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington,F
ZQ35017,0,0,College,4650.063763,28215.0,65.0,0,Personal Auto,Two-Door Car,468.0,California,M
AE30506,0,0,Bachelor,2396.219292,0.0,66.0,2,Personal Auto,Four-Door Car,433.160284,California,F
LA16827,0,0,Master,5432.862643,49919.0,134.0,0,Personal Auto,SUV,643.2,Arizona,M
TB46243,0,0,High School or Below,8693.649178,88294.0,108.0,0,Personal Auto,SUV,367.150034,Arizona,M
GI14815,0,0,College,15759.62394,55800.0,66.0,0,Personal Auto,Two-Door Car,473.324671,Washington,M
LQ28707,0,0,Bachelor,22658.53652,23665.0,67.0,0,Personal Auto,Four-Door Car,404.817249,Oregon,M
LC27380,0,0,High School or Below,5720.897922,32224.0,72.0,0,Personal Auto,Four-Door Car,19.281882,Oregon,F
TJ32609,0,0,High School or Below,8925.632207,23860.0,114.0,1,Personal Auto,SUV,547.2,California,M
AU71562,0,0,High School or Below,2936.726182,27179.0,74.0,0,Personal Auto,Four-Door Car,355.2,Washington,F
JQ66292,0,0,Master,2592.890469,35705.0,65.0,0,Personal Auto,Two-Door Car,312.0,Oregon,F
BD66455,0,0,High School or Below,4920.77107,0.0,143.0,0,Personal Auto,SUV,1029.6,California,M
HS97484,0,0,College,32437.0535,0.0,99.0,0,Personal Auto,Four-Door Car,475.2,California,F
AB45325,0,0,High School or Below,2577.319607,74215.0,64.0,0,Personal Auto,Two-Door Car,345.180055,Arizona,M
ML93514,0,0,Bachelor,4737.841289,63977.0,118.0,0,Personal Auto,Four-Door Car,32.83059,California,M
EO56466,0,0,College,24660.48825,22070.0,72.0,0,Special Auto,Four-Door Car,345.6,Oregon,M
ZK52226,0,0,High School or Below,2499.411829,0.0,72.0,0,Corporate Auto,Two-Door Car,345.6,California,F
EK87467,0,0,College,2722.210707,17576.0,71.0,0,Personal Auto,Four-Door Car,398.502948,Arizona,F
QT24496,0,0,College,4083.560673,13483.0,107.0,0,Personal Auto,SUV,556.054702,California,F
NM44679,0,0,College,9783.628981,0.0,136.0,0,Personal Auto,SUV,979.2,California,M
SK47066,0,0,College,10492.97256,72297.0,87.0,2,Personal Auto,Four-Door Car,109.543927,Washington,M
YB39959,0,0,Master,3237.996209,60244.0,83.0,3,Personal Auto,Four-Door Car,326.281835,Oregon,M
OB97365,0,0,High School or Below,4045.341004,77237.0,102.0,0,Personal Auto,Four-Door Car,197.040115,California,F
HX53470,0,0,College,4711.845199,0.0,129.0,0,Corporate Auto,SUV,1178.950186,California,F
JA17689,0,0,Bachelor,2416.479564,0.0,68.0,0,Personal Auto,Two-Door Car,436.411688,Arizona,M
CJ63667,0,0,Master,31803.30779,25663.0,114.0,0,Corporate Auto,Sports Car,663.131089,Oregon,F
GI70759,0,0,Bachelor,4818.635094,0.0,71.0,0,Personal Auto,Four-Door Car,511.2,California,M
LT24477,0,0,High School or Below,8605.495006,47589.0,109.0,1,Personal Auto,SUV,110.529874,California,M
LQ45358,0,0,Bachelor,4035.769432,0.0,112.0,0,Personal Auto,Four-Door Car,537.6,Nevada,M
WY58284,0,0,Bachelor,8622.835375,97361.0,73.0,0,Personal Auto,Four-Door Car,350.4,California,M
YD53564,0,0,College,5553.801956,26441.0,71.0,0,Personal Auto,Two-Door Car,152.216871,California,F
NI66988,0,0,High School or Below,24868.24096,0.0,128.0,0,Personal Auto,SUV,715.951352,Oregon,F
LW25030,0,0,Bachelor,5046.892442,29957.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Arizona,F
KX47545,0,0,High School or Below,8031.706693,40082.0,69.0,0,Personal Auto,Four-Door Car,331.2,Oregon,M
XB27698,0,0,Bachelor,8622.835375,97361.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,M
BX45636,0,0,High School or Below,9161.655119,91763.0,113.0,0,Special Auto,SUV,441.992043,California,F
IS85460,0,0,High School or Below,5956.545724,48993.0,74.0,0,Personal Auto,Two-Door Car,810.461707,California,F
EG36536,0,0,Bachelor,8496.063681,24031.0,109.0,0,Personal Auto,Sports Car,523.2,Arizona,M
UZ95992,0,0,Bachelor,4376.363592,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683,California,F
QL20148,0,0,College,22332.43946,49078.0,97.0,0,Personal Auto,Four-Door Car,484.013411,Oregon,M
SV51174,0,0,Master,20631.15177,28935.0,87.0,0,Personal Auto,Two-Door Car,119.630789,Oregon,M
WP10197,0,0,High School or Below,3933.813993,25927.0,103.0,0,Personal Auto,SUV,674.973614,Nevada,M
VV81837,0,0,High School or Below,4928.648668,52507.0,123.0,0,Personal Auto,SUV,590.4,Oregon,M
GT41712,0,0,Bachelor,5414.320958,0.0,74.0,0,Personal Auto,Four-Door Car,78.581528,California,F
VL59942,0,0,Bachelor,10571.5377,94137.0,65.0,0,Personal Auto,Four-Door Car,43.579327,Arizona,F
LH53046,0,0,High School or Below,5439.3601,69186.0,69.0,0,Personal Auto,Four-Door Car,192.591072,Nevada,F
OG36837,0,0,Doctor,7648.25947,91071.0,94.0,2,Personal Auto,Four-Door Car,402.74168,Arizona,F
VO30155,0,0,High School or Below,5421.537952,85447.0,71.0,2,Corporate Auto,Four-Door Car,509.997312,Nevada,M
WW19050,0,0,High School or Below,5714.246379,0.0,79.0,0,Personal Auto,Two-Door Car,50.447629,Oregon,M
UY85263,0,0,Bachelor,11255.46343,88858.0,93.0,0,Personal Auto,Four-Door Car,310.36774,Nevada,F
CS30372,0,0,Bachelor,5420.339434,21881.0,69.0,0,Corporate Auto,Four-Door Car,133.099001,Oregon,M
TQ85537,0,0,College,2980.464566,72669.0,74.0,0,Personal Auto,Four-Door Car,332.76894,Washington,M
PE72696,0,0,College,10892.90825,68025.0,91.0,0,Personal Auto,Four-Door Car,436.8,California,M
UV89077,0,0,College,11638.89947,25370.0,102.0,0,Personal Auto,Sports Car,489.6,Oregon,F
EI29901,0,0,Bachelor,7295.42703,26849.0,62.0,0,Personal Auto,Four-Door Car,38.309313,Arizona,M
FD16853,0,0,High School or Below,5373.724065,0.0,72.0,0,Personal Auto,Four-Door Car,427.265172,Arizona,F
FH81409,0,0,High School or Below,8152.244431,0.0,79.0,0,Personal Auto,Four-Door Car,568.8,California,M
ZF64287,0,0,High School or Below,13081.3077,89948.0,110.0,1,Special Auto,Sports Car,125.017501,California,M
NT82538,0,0,Bachelor,4496.977642,0.0,63.0,0,Personal Auto,Two-Door Car,419.610914,Oregon,F
HA56608,0,0,College,13727.79972,0.0,126.0,0,Special Auto,SUV,604.8,California,M
JZ61712,0,0,Bachelor,3359.239423,97576.0,83.0,1,Personal Auto,Two-Door Car,544.712653,Nevada,M
SH55598,0,0,High School or Below,3703.437656,23120.0,93.0,0,Personal Auto,Four-Door Car,446.4,Arizona,F
TM43177,0,0,High School or Below,3105.35094,97234.0,78.0,0,Personal Auto,Four-Door Car,317.982567,Oregon,F
WR90490,0,0,High School or Below,4893.979609,25572.0,65.0,0,Personal Auto,Four-Door Car,312.0,Nevada,M
WV57524,0,0,College,10208.92761,35482.0,129.0,0,Personal Auto,SUV,619.2,Oregon,F
LK73001,0,0,College,8954.434101,34614.0,114.0,0,Personal Auto,Four-Door Car,547.2,California,M
JQ29969,0,0,Bachelor,4236.468669,59038.0,105.0,0,Personal Auto,Two-Door Car,588.265049,Oregon,F
GS50147,0,0,High School or Below,5234.780561,0.0,73.0,0,Personal Auto,Two-Door Car,794.874636,Oregon,M
NB10500,0,0,Bachelor,3939.00637,60021.0,99.0,0,Personal Auto,Four-Door Car,882.871945,California,F
NM77735,0,0,Bachelor,8396.605358,47593.0,72.0,0,Personal Auto,Four-Door Car,344.137073,Oregon,F
CG36206,0,0,Bachelor,2141.979314,0.0,67.0,1,Personal Auto,Four-Door Car,321.6,California,M
UZ80048,0,0,College,6185.9699,28001.0,83.0,0,Personal Auto,Two-Door Car,438.778537,Oregon,M
UM15297,0,0,Bachelor,9640.532979,30431.0,122.0,0,Corporate Auto,SUV,133.4674,California,F
DW11738,0,0,Master,4241.636538,19834.0,64.0,4,Personal Auto,Four-Door Car,460.8,California,M
YK92080,0,0,College,3436.448003,30509.0,88.0,0,Personal Auto,Four-Door Car,442.964578,California,F
TO39943,0,0,High School or Below,4897.979559,30503.0,63.0,3,Corporate Auto,Two-Door Car,257.923563,Washington,F
JV29414,0,0,Doctor,17788.05705,73339.0,89.0,0,Personal Auto,Four-Door Car,17.558721,Oregon,M
JQ22359,0,0,College,3268.323585,0.0,93.0,0,Personal Auto,Two-Door Car,549.101027,Oregon,F
VW84170,0,0,High School or Below,2819.114769,88067.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington,F
DA84476,0,0,College,7019.177186,26806.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon,M
TV34024,0,0,High School or Below,4108.257228,0.0,114.0,0,Personal Auto,SUV,820.8,Oregon,M
UO32521,0,0,High School or Below,2195.911185,0.0,63.0,0,Corporate Auto,Two-Door Car,617.201984,California,F
GR90142,0,0,College,3808.122147,94903.0,94.0,0,Personal Auto,Two-Door Car,451.2,Oregon,F
ZS73935,0,0,High School or Below,23435.72605,42862.0,65.0,0,Personal Auto,Four-Door Car,254.223496,Washington,F
XH71839,0,0,High School or Below,6739.316292,0.0,96.0,0,Personal Auto,Four-Door Car,1012.030163,Oregon,M
CM48429,0,0,High School or Below,23554.392,31157.0,100.0,0,Personal Auto,SUV,444.530425,California,M
FS56709,0,0,Doctor,2874.074736,44084.0,72.0,0,Personal Auto,Four-Door Car,243.598068,California,M
IJ52285,0,0,Master,6135.083838,43579.0,77.0,0,Personal Auto,Two-Door Car,452.095421,Arizona,F
UF36172,0,0,High School or Below,6900.951275,0.0,92.0,0,Personal Auto,Two-Door Car,428.064465,Oregon,F
LQ71247,0,0,High School or Below,4524.642758,0.0,65.0,2,Personal Auto,Four-Door Car,490.113784,Arizona,F
KB25170,0,0,Doctor,2560.082499,88059.0,63.0,0,Personal Auto,Four-Door Car,144.551024,Washington,F
EY19523,0,0,Bachelor,2333.609334,25772.0,64.0,0,Personal Auto,Four-Door Car,307.2,Washington,M
CY30418,0,0,College,5783.175676,72354.0,73.0,0,Personal Auto,Four-Door Car,13.949992,Washington,M
XP92021,0,0,High School or Below,13295.60284,68009.0,110.0,0,Personal Auto,SUV,528.0,Oregon,F
MQ64736,0,0,Bachelor,3700.420255,12287.0,99.0,0,Personal Auto,Four-Door Car,712.8,Washington,F
MT67399,0,0,Bachelor,6488.89559,95025.0,81.0,0,Personal Auto,Four-Door Car,271.968707,Nevada,F
HG81172,0,0,College,7693.119768,54665.0,97.0,1,Personal Auto,Four-Door Car,99.810799,Arizona,F
DB34757,0,0,College,2630.213326,80129.0,66.0,0,Personal Auto,Four-Door Car,165.243007,Arizona,M
AM79057,0,0,Bachelor,2287.91729,69024.0,61.0,5,Personal Auto,Four-Door Car,238.530745,Oregon,F
HJ21793,0,0,Bachelor,4648.539191,0.0,121.0,0,Personal Auto,SUV,1080.559002,Oregon,F
QH61060,0,0,High School or Below,9209.41167,31365.0,115.0,0,Special Auto,SUV,828.0,Arizona,F
UR40795,0,0,High School or Below,9269.677845,27849.0,119.0,0,Personal Auto,Sports Car,571.2,Oregon,M
KR88393,0,0,High School or Below,15002.60308,19245.0,84.0,1,Personal Auto,Four-Door Car,604.8,California,F
YK65946,0,0,Bachelor,8427.172486,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0,Oregon,F
FD21881,0,0,College,3011.766294,77912.0,76.0,0,Personal Auto,Two-Door Car,444.027215,Oregon,M
CG60089,0,0,Bachelor,12898.59142,37449.0,111.0,1,Personal Auto,Four-Door Car,170.559281,Washington,M
AS48176,0,0,Bachelor,12168.74492,14973.0,115.0,0,Personal Auto,SUV,828.0,Oregon,M
MY55142,0,0,College,5551.589436,46043.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington,M
SN94425,0,0,High School or Below,4541.26342,0.0,65.0,2,Special Auto,Four-Door Car,312.0,Oregon,F
DY69629,0,0,College,3096.511217,21604.0,79.0,0,Corporate Auto,Four-Door Car,379.2,Oregon,F
UI73553,0,0,Bachelor,2359.423599,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515,Nevada,F
CW63533,0,0,Bachelor,2468.443101,65876.0,63.0,1,Personal Auto,Two-Door Car,44.359382,California,M
EY71418,0,0,Bachelor,25640.24004,24695.0,168.0,0,Corporate Auto,SUV,806.4,Oregon,F
SK47162,0,0,Bachelor,3567.503755,0.0,102.0,0,Personal Auto,SUV,660.430456,Oregon,M
VK43303,0,0,Bachelor,6019.92547,68658.0,77.0,0,Personal Auto,Two-Door Car,296.261405,Oregon,M
SB60942,0,0,College,7258.634662,88082.0,61.0,1,Personal Auto,Two-Door Car,218.779614,Arizona,M
SX29898,0,0,Bachelor,9111.75642,54751.0,114.0,0,Personal Auto,SUV,721.241935,California,F
ER29107,0,0,High School or Below,6369.262355,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4,Oregon,M
QV13947,0,0,College,4425.749642,63597.0,114.0,2,Personal Auto,SUV,183.978738,Oregon,M
UO54511,0,0,High School or Below,4950.250892,27400.0,63.0,1,Personal Auto,Four-Door Car,302.4,California,F
AD18174,0,0,High School or Below,4837.926404,0.0,65.0,0,Personal Auto,Four-Door Car,468.0,California,F
HB48518,0,0,College,3891.537785,31409.0,100.0,0,Corporate Auto,SUV,116.163,Nevada,M
LC12930,0,0,Master,4872.01638,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,California,M
ZQ22116,0,0,High School or Below,5310.905647,73102.0,66.0,0,Corporate Auto,Four-Door Car,117.928547,Arizona,F
XB35510,0,0,Bachelor,8704.278179,38072.0,113.0,1,Personal Auto,SUV,151.055863,California,M
CV78865,0,0,High School or Below,2698.010741,95399.0,68.0,1,Personal Auto,Two-Door Car,78.003781,Arizona,M
WF75492,0,0,High School or Below,8360.14874,48521.0,105.0,0,Personal Auto,Sports Car,263.82569,Oregon,M
WH41844,0,0,Bachelor,5316.644499,45856.0,67.0,0,Personal Auto,Two-Door Car,91.735354,Oregon,F
TU47984,0,0,College,3733.034622,21542.0,97.0,0,Personal Auto,Four-Door Car,465.6,Arizona,F
IO73222,0,0,Bachelor,5407.745153,22555.0,70.0,0,Personal Auto,Two-Door Car,336.0,Washington,F
NJ21108,0,0,Bachelor,5297.673655,33832.0,67.0,1,Corporate Auto,Four-Door Car,321.6,Oregon,F
OH91173,0,0,College,3873.647046,28142.0,105.0,0,Personal Auto,Sports Car,701.708239,California,M
FT24768,0,0,Bachelor,6508.759916,60188.0,84.0,3,Personal Auto,Four-Door Car,333.423827,California,M
OM92482,0,0,Bachelor,4834.397455,11698.0,65.0,0,Personal Auto,Four-Door Car,468.0,Arizona,M
IZ47097,0,0,Master,2927.216278,76850.0,72.0,0,Personal Auto,Four-Door Car,345.6,Arizona,F
KQ49890,0,0,High School or Below,5924.667902,78387.0,74.0,0,Corporate Auto,Four-Door Car,204.090644,Oregon,M
XB15703,0,0,Bachelor,15262.95878,80757.0,128.0,0,Personal Auto,SUV,339.73717,California,M
GR31499,0,0,Master,2541.627614,23692.0,65.0,2,Personal Auto,Two-Door Car,312.0,Oregon,F
No59551,0,0,College,4904.894731,12902.0,139.0,0,Personal Auto,Sports Car,667.2,California,F
KV17233,0,0,Bachelor,2434.004911,23033.0,62.0,0,Personal Auto,Two-Door Car,500.908028,Arizona,F
OD75777,0,0,College,5586.965345,19280.0,72.0,0,Personal Auto,Four-Door Car,345.6,Oregon,F
LD68165,0,0,High School or Below,26197.41498,18495.0,113.0,0,Corporate Auto,SUV,542.4,Arizona,F
YO14199,0,0,High School or Below,2609.877842,30825.0,68.0,0,Personal Auto,Four-Door Car,326.4,Oregon,M
RR49534,0,0,Bachelor,3265.156348,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6,Oregon,F
WL69218,0,0,Bachelor,17435.68167,54105.0,73.0,2,Personal Auto,Two-Door Car,350.4,Oregon,F
JF38079,0,0,High School or Below,9080.604474,69853.0,114.0,2,Personal Auto,SUV,244.278662,California,M
GY64553,0,0,Bachelor,4637.034667,97017.0,115.0,1,Personal Auto,Two-Door Car,534.079032,California,M
CT11176,0,0,Bachelor,2615.304467,24914.0,66.0,0,Personal Auto,Four-Door Car,138.729702,California,F
WU95334,0,0,College,7019.177186,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4,California,M
BK43823,0,0,High School or Below,12052.98409,25419.0,101.0,0,Personal Auto,Four-Door Car,584.567645,Oregon,F
LK90215,0,0,College,2647.519741,37876.0,69.0,0,Personal Auto,Four-Door Car,300.056383,Oregon,M
XH72888,0,0,High School or Below,15956.02945,36354.0,202.0,0,Corporate Auto,Luxury SUV,1454.4,Arizona,M
MY89889,0,0,Bachelor,5039.389325,0.0,74.0,0,Personal Auto,Four-Door Car,355.2,Nevada,F
CY33307,0,0,College,5583.830065,32403.0,71.0,0,Corporate Auto,Four-Door Car,97.410282,California,F
BC51708,0,0,High School or Below,5074.841142,51659.0,64.0,0,Personal Auto,Four-Door Car,307.2,California,M
JX78176,0,0,Bachelor,12045.67286,55805.0,99.0,0,Personal Auto,Four-Door Car,425.527151,California,F
GP20237,0,0,Bachelor,2727.082424,29286.0,69.0,1,Personal Auto,Four-Door Car,496.8,Nevada,F
OY68395,0,0,High School or Below,55277.44589,40740.0,198.0,0,Personal Auto,Luxury SUV,950.4,Oregon,F
GN18675,0,0,Bachelor,5080.23973,70784.0,64.0,0,Special Auto,Four-Door Car,107.928851,California,M
EQ75249,0,0,College,5838.133617,55419.0,72.0,0,Personal Auto,Four-Door Car,171.166733,Arizona,F
JV40853,0,0,High School or Below,27666.30052,61886.0,87.0,0,Personal Auto,Two-Door Car,417.6,California,F
OZ47099,0,0,Master,2676.948677,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Arizona,M
RB16360,0,0,High School or Below,5330.593183,84240.0,132.0,0,Personal Auto,SUV,633.6,Oregon,M
JK26373,0,0,High School or Below,6305.925101,0.0,65.0,2,Personal Auto,Two-Door Car,468.0,California,M
GM88979,0,0,College,4746.759537,54050.0,119.0,0,Personal Auto,Two-Door Car,571.2,Oregon,F
XM57550,0,0,College,3423.973171,29958.0,90.0,0,Personal Auto,Four-Door Car,432.0,Washington,F
SD94067,0,0,Master,6610.048274,23616.0,83.0,0,Special Auto,Two-Door Car,229.620398,California,F
OY96856,0,0,Bachelor,8044.872393,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172,Oregon,M
FL76894,0,0,High School or Below,4314.174392,33488.0,110.0,0,Personal Auto,SUV,316.876671,Washington,M
XH72278,0,0,High School or Below,6715.294284,0.0,92.0,0,Personal Auto,Two-Door Car,441.6,Arizona,M
YV49293,0,0,College,17646.72772,36900.0,61.0,3,Corporate Auto,Two-Door Car,109.291516,Arizona,F
QV83172,0,0,High School or Below,41855.17315,28311.0,134.0,0,Personal Auto,SUV,643.2,Nevada,M
LU18867,0,0,High School or Below,6620.444259,25075.0,86.0,0,Personal Auto,Four-Door Car,412.8,Oregon,M
CZ25193,0,0,Bachelor,4078.290374,57031.0,104.0,1,Personal Auto,Four-Door Car,13.810251,Arizona,M
VE87035,0,0,Bachelor,8382.478392,25998.0,71.0,0,Personal Auto,Four-Door Car,791.878042,Oregon,M
VY27019,0,0,College,4807.002259,0.0,69.0,0,Personal Auto,Four-Door Car,496.8,Oregon,F
GP22382,0,0,College,4858.116042,21685.0,127.0,0,Corporate Auto,Sports Car,609.6,Oregon,F
FG15154,0,0,Bachelor,7240.662339,32818.0,93.0,0,Personal Auto,Four-Door Car,446.4,California,M
NK34682,0,0,Bachelor,2736.53263,39492.0,68.0,0,Corporate Auto,Four-Door Car,326.4,Oregon,M
YQ98465,0,0,High School or Below,26197.41498,18495.0,113.0,0,Personal Auto,SUV,542.4,California,F
TY86306,0,0,College,2336.286633,21564.0,61.0,0,Corporate Auto,Two-Door Car,49.014822,California,F
CN19138,0,0,Bachelor,2254.931708,0.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Arizona,F
LO14518,0,0,Bachelor,6376.754915,27835.0,81.0,0,Personal Auto,Two-Door Car,529.45565,California,M
No73257,0,0,Bachelor,2941.828805,64431.0,74.0,0,Personal Auto,Four-Door Car,48.181699,Nevada,F
RE80124,0,0,College,6199.962422,0.0,84.0,0,Personal Auto,Two-Door Car,604.8,Arizona,F
WU50951,0,0,Bachelor,6846.150323,0.0,95.0,0,Personal Auto,Two-Door Car,456.0,Washington,F
EV66951,0,0,Master,14032.59376,0.0,191.0,1,Corporate Auto,Luxury Car,916.8,Nevada,M
TO37423,0,0,College,17569.15979,41463.0,74.0,0,Special Auto,Four-Door Car,355.2,Oregon,M
XF92956,0,0,High School or Below,2448.859093,0.0,68.0,0,Personal Auto,Four-Door Car,489.6,Oregon,M
ZP64637,0,0,High School or Below,3857.770745,0.0,110.0,0,Corporate Auto,Sports Car,792.0,Arizona,M
JG74360,0,0,College,4558.972934,37709.0,116.0,0,Corporate Auto,SUV,556.8,Arizona,M
NZ81536,0,0,Doctor,16710.83929,73049.0,139.0,0,Personal Auto,SUV,284.43696,Washington,F
KT26739,0,0,Master,3554.845264,58557.0,88.0,0,Personal Auto,Four-Door Car,55.510526,Nevada,F
YU15037,0,0,High School or Below,4671.416683,0.0,66.0,0,Personal Auto,Four-Door Car,475.2,Arizona,F
YX91403,0,0,High School or Below,2909.547713,88944.0,72.0,0,Personal Auto,Four-Door Car,113.805875,Arizona,F
KS46420,0,0,Master,13411.31102,26140.0,112.0,0,Personal Auto,SUV,229.70752,Washington,F
TW11712,0,0,Master,4574.924641,32906.0,115.0,0,Personal Auto,SUV,552.0,Arizona,M
XY36764,0,0,College,2771.045031,50071.0,71.0,0,Personal Auto,Two-Door Car,18.918935,California,F
LQ16286,0,0,College,8038.949652,71982.0,103.0,0,Corporate Auto,Four-Door Car,494.4,Oregon,M
XE86547,0,0,College,5143.647642,58443.0,65.0,0,Personal Auto,Four-Door Car,312.0,Oregon,M
QS83113,0,0,Bachelor,5032.386371,30735.0,63.0,0,Personal Auto,Two-Door Car,307.080113,Oregon,M
PH97342,0,0,High School or Below,26197.41498,18495.0,113.0,0,Personal Auto,SUV,542.4,Arizona,F
VQ47100,0,0,High School or Below,4894.986713,67436.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington,F
BE17305,0,0,Master,3193.459822,52653.0,81.0,0,Personal Auto,Two-Door Car,230.300308,Nevada,M
KZ11847,0,0,Master,5096.673223,22886.0,65.0,0,Personal Auto,Four-Door Car,312.0,California,F
EX73249,0,0,College,7706.956035,0.0,73.0,0,Personal Auto,Four-Door Car,350.4,Arizona,F
JS19054,0,0,Bachelor,3339.299496,38821.0,87.0,0,Personal Auto,Two-Door Car,488.84232,Oregon,F
YH94097,0,0,College,9575.357152,0.0,134.0,0,Personal Auto,SUV,643.2,Washington,M
UQ19505,0,0,College,3557.196138,39075.0,89.0,0,Personal Auto,Two-Door Car,142.415244,Oregon,F
YI95574,0,0,High School or Below,3587.359906,16049.0,93.0,0,Personal Auto,Four-Door Car,446.4,Arizona,M
JQ84105,0,0,High School or Below,2360.601748,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0,Oregon,F
NU61528,0,0,Doctor,3023.887488,28383.0,81.0,0,Personal Auto,Four-Door Car,258.109435,Washington,M
FQ20031,0,0,High School or Below,10926.69497,29418.0,274.0,0,Personal Auto,Luxury SUV,1972.8,Oregon,M
XX32359,0,0,High School or Below,5325.724541,0.0,73.0,0,Personal Auto,Two-Door Car,496.474767,California,M
BP69529,0,0,Bachelor,9915.90229,30604.0,131.0,2,Corporate Auto,SUV,984.170299,Arizona,M
LI60972,0,0,College,5017.610845,91804.0,62.0,0,Special Auto,Four-Door Car,388.80286,Arizona,F
HQ60388,0,0,High School or Below,8625.836992,50446.0,74.0,4,Personal Auto,Four-Door Car,355.2,Oregon,F
KE66309,0,0,College,8432.519368,87728.0,70.0,0,Personal Auto,Four-Door Car,201.589875,California,M
YT56442,0,0,College,2642.932059,58729.0,68.0,2,Corporate Auto,Four-Door Car,94.845076,California,M
VH51235,0,0,Bachelor,3097.915845,0.0,89.0,0,Personal Auto,Four-Door Car,427.2,Arizona,F
SF18484,0,0,Master,19837.30548,0.0,67.0,1,Personal Auto,Four-Door Car,321.6,Oregon,F
HW99293,0,0,Bachelor,2869.743883,21234.0,73.0,0,Personal Auto,Four-Door Car,378.333708,Arizona,M
QR57598,0,0,Bachelor,4927.068115,0.0,73.0,0,Personal Auto,Four-Door Car,751.927019,Oregon,M
FY27460,0,0,College,4285.575678,47823.0,108.0,0,Personal Auto,Sports Car,518.4,California,M
YQ75801,0,0,High School or Below,8874.551335,84731.0,110.0,1,Personal Auto,SUV,226.738219,Arizona,F
LP48634,0,0,High School or Below,2578.835541,59974.0,65.0,0,Corporate Auto,Four-Door Car,127.233139,California,F
EI32190,0,0,Doctor,6920.999642,67534.0,87.0,2,Personal Auto,Four-Door Car,104.905661,Arizona,M
WS68402,0,0,Bachelor,2349.957291,0.0,70.0,0,Special Auto,Four-Door Car,716.67276,Oregon,M
ND43316,0,0,High School or Below,4027.703503,27782.0,103.0,0,Personal Auto,SUV,517.100887,Oregon,M
HW94513,0,0,High School or Below,8481.310791,67197.0,74.0,3,Personal Auto,Two-Door Car,275.608537,Nevada,M
ZS72533,0,0,High School or Below,5191.446028,86451.0,65.0,0,Personal Auto,Two-Door Car,7.793078,Oregon,M
RZ97154,0,0,Bachelor,3572.49065,56768.0,92.0,0,Personal Auto,Two-Door Car,441.6,Arizona,M
LK73198,0,0,High School or Below,4869.240839,55593.0,61.0,0,Personal Auto,Four-Door Car,9.050204,Washington,F
RS29507,0,0,Bachelor,10395.70939,0.0,95.0,0,Personal Auto,Four-Door Car,337.79769,Arizona,F
XJ39660,0,0,Bachelor,5297.918924,66203.0,66.0,0,Personal Auto,Four-Door Car,130.697268,Oregon,F
PK47936,0,0,High School or Below,8750.710415,25806.0,110.0,0,Personal Auto,Four-Door Car,528.0,Washington,F
EU95973,0,0,Bachelor,14941.90379,22978.0,190.0,0,Personal Auto,Luxury Car,912.0,California,F
OU40102,0,0,High School or Below,6503.397049,22081.0,84.0,0,Special Auto,Two-Door Car,451.670309,Oregon,F
RC67125,0,0,College,10110.96161,96506.0,124.0,0,Corporate Auto,SUV,504.513989,Arizona,F
NK53902,0,0,High School or Below,6459.640843,23235.0,82.0,0,Personal Auto,Four-Door Car,483.482031,Oregon,M
RH70599,0,0,Bachelor,2769.252177,40506.0,70.0,0,Personal Auto,Four-Door Car,113.724707,Arizona,M
RR64429,0,0,High School or Below,6778.84457,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,California,M
IW99237,0,0,Bachelor,4492.518464,0.0,65.0,0,Personal Auto,Two-Door Car,312.0,Oregon,M
PZ94965,0,0,High School or Below,5733.213979,79955.0,71.0,0,Personal Auto,Four-Door Car,142.932303,California,F
PV77228,0,0,College,3230.576665,62873.0,81.0,0,Corporate Auto,Four-Door Car,207.75186,Arizona,M
EX63393,0,0,Master,6314.492009,66947.0,78.0,0,Personal Auto,Four-Door Car,374.4,California,F
QV26574,0,0,College,6013.73829,25646.0,83.0,1,Personal Auto,Four-Door Car,377.917394,Washington,M
